name,family,asset,asset_idx,lookback,feature_kind,mode,lag_signal,min_score,avg_score,last_score,positive_windows,avg_mean_pl,avg_sharpe,top_n,z_window,entry_z,exit_z,top_k
MSDP_resid_momentum_top10_w20_e1.0_x0.0_cur,residual_z,MSDP,12.0,,,momentum,False,-1.7127289200000086,-0.030468086740007838,-1.7127289200000086,3,2.0803894325000267,0.19620264157786663,10.0,20.0,1.0,0.0,
IHOZ_relative_momentum_40_lag,single_asset_return,IHOZ,34.0,40.0,relative,momentum,True,-1.7408065899999747,7.3015394768384,2.4812970913132917,3,11.354393322499956,0.9508311915126693,,,,,
FWWG_absolute_reversal_40_lag,single_asset_return,FWWG,36.0,40.0,absolute,reversal,True,-1.7653695800000424,6.606122448572077,1.6794599600350109,3,9.625534234999984,1.0269826119085617,,,,,
DUCT_relative_reversal_20_lag,single_asset_return,DUCT,9.0,20.0,relative,reversal,True,-1.773218199999992,4.874588584383152,-1.773218199999992,3,9.89882147999995,0.7337174877727916,,,,,
ULXY_relative_reversal_2_lag,single_asset_return,ULXY,40.0,2.0,relative,reversal,True,-1.7849425100000735,27.23311417299318,41.1022193705212,3,32.39018657499996,1.7797918318911945,,,,,
SPLZ_relative_reversal_3_lag,single_asset_return,SPLZ,19.0,3.0,relative,reversal,True,-1.7970471600000746,12.253617566879221,-1.7970471600000746,3,17.144048592500095,1.1766572029645317,,,,,
BLBT_relative_reversal_20_lag,single_asset_return,BLBT,41.0,20.0,relative,reversal,True,-1.8019568000000072,4.2881162091913785,13.701937284953145,3,7.092315622500032,0.870751448383976,,,,,
FCSG_absolute_momentum_10_lag,single_asset_return,FCSG,47.0,10.0,absolute,momentum,True,-1.8093790800000351,5.41353227342251,0.7974351634540936,3,10.703744114999932,0.6639970354599559,,,,,
AETS_relative_momentum_5_cur,single_asset_return,AETS,39.0,5.0,relative,momentum,False,-1.832291040000091,8.38372096271377,-1.832291040000091,3,14.60338152999996,0.6986588170583742,,,,,
BENI_resid_momentum_top10_w40_e0.5_x0.0_cur,residual_z,BENI,42.0,,,momentum,False,-1.8543502099999958,-0.7468665050631156,0.10993492491919017,2,0.2903713300000133,0.04850505621116859,10.0,40.0,0.5,0.0,
EELT_relative_reversal_5_cur,single_asset_return,EELT,37.0,5.0,relative,reversal,False,-1.8552863600000455,20.785330436002447,32.84030376329312,3,27.554204397500015,1.3073905813412352,,,,,
NWIG_relative_momentum_40_lag,single_asset_return,NWIG,20.0,40.0,relative,momentum,True,-1.8844996500000888,12.205374016266285,4.462242348510955,3,16.49891152499993,1.2175704075742646,,,,,
BLBT_absolute_momentum_40_lag,single_asset_return,BLBT,41.0,40.0,absolute,momentum,True,-1.8911858300000313,0.1285958858576397,-1.6686115699999573,2,1.5238609475000247,0.17479457986253666,,,,,
ULXY_resid_reversal_top10_w20_e0.5_x0.0_cur,residual_z,ULXY,40.0,,,reversal,False,-1.9117904399998964,13.098853765446698,27.27281452447787,3,19.211797292500044,1.0739787280269804,10.0,20.0,0.5,0.0,
DIHO_relative_reversal_40_lag,single_asset_return,DIHO,17.0,40.0,relative,reversal,True,-1.9625801900000623,12.01424474931998,33.23279946087059,3,16.21240920750002,1.2800482706973324,,,,,
HTRK_absolute_reversal_10_cur,single_asset_return,HTRK,44.0,10.0,absolute,reversal,False,-1.9758785700000225,6.294690011493678,10.732505087658694,3,9.4009177525,0.7951477241894689,,,,,
BENI_relative_momentum_20_cur,single_asset_return,BENI,42.0,20.0,relative,momentum,False,-1.9924936300000262,0.408543244787761,0.01653468314881896,3,2.1756417700000656,0.2912789993527165,,,,,
DUCT_absolute_reversal_10_cur,single_asset_return,DUCT,9.0,10.0,absolute,reversal,False,-2.0000622999998994,20.76812869160815,28.42715325395564,3,24.182844665000026,1.8375134873955123,,,,,
ELLT_relative_reversal_3_cur,single_asset_return,ELLT,4.0,3.0,relative,reversal,False,-2.017649800000072,15.54064595364022,28.073721676724865,3,18.463759524999908,1.719628843165455,,,,,
ULXY_absolute_reversal_10_cur,single_asset_return,ULXY,40.0,10.0,absolute,reversal,False,-2.021286229999914,5.713910825814775,9.006460622978356,3,12.844868350000056,0.6749796448152974,,,,,
ILVX_relative_momentum_20_lag,single_asset_return,ILVX,46.0,20.0,relative,momentum,True,-2.0276483499999993,10.868520172707296,12.469692114647243,3,13.620925009999947,1.4722535455528827,,,,,
DIHO_absolute_reversal_2_lag,single_asset_return,DIHO,17.0,2.0,absolute,reversal,True,-2.0327274800000303,7.119611298799137,0.021370918619518637,3,10.333003762499994,0.7977271584721954,,,,,
ANSO_absolute_momentum_40_cur,single_asset_return,ANSO,16.0,40.0,absolute,momentum,False,-2.0330510200000025,5.545200471712588,10.060707412946337,3,9.52707753749999,0.7387820664001167,,,,,
ANSO_absolute_reversal_60_lag,single_asset_return,ANSO,16.0,60.0,absolute,reversal,True,-2.040374920000013,1.164035056767291,2.7916794215795506,3,4.5532239725,0.34204709145832624,,,,,
MHRM_relative_reversal_3_lag,single_asset_return,MHRM,49.0,3.0,relative,reversal,True,-2.0435097899997525,4.5729532422688735,-2.0435097899997525,3,8.190066122500175,0.6161318648509082,,,,,
CCNS_relative_reversal_40_lag,single_asset_return,CCNS,32.0,40.0,relative,reversal,True,-2.0489829300000384,18.07158924829223,-2.0489829300000384,3,21.93239880499999,1.5867344498541727,,,,,
BENI_absolute_reversal_5_cur,single_asset_return,BENI,42.0,5.0,absolute,reversal,False,-2.0936247900001037,-0.2992993376319971,0.012903163788593547,3,0.7201759249998985,0.10825405607959346,,,,,
HETT_resid_reversal_top10_w20_e1.0_x0.0_cur,residual_z,HETT,7.0,,,reversal,False,-2.093846959999955,1.5458055765369023,6.900626712455213,3,3.73117328500001,0.5333636153695156,10.0,20.0,1.0,0.0,
CUBO_relative_reversal_2_cur,single_asset_return,CUBO,14.0,2.0,relative,reversal,False,-2.1308548999999584,2.3805499785473927,-2.1308548999999584,3,5.712803097499945,0.569035426145693,,,,,
HTRK_absolute_reversal_5_cur,single_asset_return,HTRK,44.0,5.0,absolute,reversal,False,-2.165088109999979,3.1734360979365404,-1.7860969499999373,2,5.3465939900000485,0.5062684045667755,,,,,
ILVX_relative_momentum_60_lag,single_asset_return,ILVX,46.0,60.0,relative,momentum,True,-2.183258269999951,2.5187978558689554,3.43684550669361,3,5.941690205000036,0.6341055427942054,,,,,
EELT_absolute_reversal_40_lag,single_asset_return,EELT,37.0,40.0,absolute,reversal,True,-2.2045839100000375,5.077138426031673,-1.6418592500000342,2,10.616486087499963,0.4478891914467388,,,,,
EELT_absolute_reversal_10_cur,single_asset_return,EELT,37.0,10.0,absolute,reversal,False,-2.2468519800001743,25.404507250875092,23.490331702906555,3,31.98645925249997,1.523253490662213,,,,,
HRET_relative_momentum_5_lag,single_asset_return,HRET,15.0,5.0,relative,momentum,True,-2.25468480000005,8.483338571528726,3.756384973605268,3,13.250682884999929,0.9607607854033684,,,,,
RRES_relative_momentum_20_cur,single_asset_return,RRES,24.0,20.0,relative,momentum,False,-2.278324309999971,22.63912583164586,-2.278324309999971,3,26.834840637500033,1.7451803582478507,,,,,
HTRK_relative_reversal_5_cur,single_asset_return,HTRK,44.0,5.0,relative,reversal,False,-2.3461897200000204,4.861738544692893,-2.3461897200000204,3,9.172418972500063,0.7884765914977908,,,,,
AMRP_absolute_momentum_60_lag,single_asset_return,AMRP,5.0,60.0,absolute,momentum,True,-2.3556062499999824,9.484600495680915,31.673275587669,3,13.993441549999996,0.8231341705523763,,,,,
AMRP_relative_reversal_5_cur,single_asset_return,AMRP,5.0,5.0,relative,reversal,False,-2.357174290000021,17.198573076000105,39.68676480665257,3,22.322805889999906,1.3402981192368144,,,,,
ELLT_relative_momentum_60_lag,single_asset_return,ELLT,4.0,60.0,relative,momentum,True,-2.3799607600000674,-1.474154592901378,-1.8465822999999728,1,-1.2508336250000411,-0.11570903788492086,,,,,
AMRP_resid_momentum_top10_w40_e1.0_x0.0_cur,residual_z,AMRP,5.0,,,momentum,False,-2.401674100000074,-0.4108344343300535,0.13735072633057197,3,2.121692674999931,0.15198499225747933,10.0,40.0,1.0,0.0,
ULXY_relative_momentum_5_cur,single_asset_return,ULXY,40.0,5.0,relative,momentum,False,-2.411034809999801,2.9071829511817926,-2.411034809999801,3,7.281876875000093,0.38258926426241197,,,,,
HETT_relative_reversal_60_lag,single_asset_return,HETT,7.0,60.0,relative,reversal,True,-2.479456920000102,6.85794098822373,21.24367472231553,3,9.059513862499921,1.0575687651084613,,,,,
ILVX_relative_momentum_40_cur,single_asset_return,ILVX,46.0,40.0,relative,momentum,False,-2.553681750000014,11.061584491252585,17.041880966894535,3,13.762828694999989,1.4979239799694408,,,,,
HUXZ_absolute_reversal_20_lag,single_asset_return,HUXZ,8.0,20.0,absolute,reversal,True,-2.5787432400000214,15.92194140755635,22.274794153992826,3,19.931174632500024,1.4818302894624458,,,,,
AETS_absolute_momentum_40_lag,single_asset_return,AETS,39.0,40.0,absolute,momentum,True,-2.6162778699999216,13.180701060835426,0.2648804653101609,3,18.629740635000037,0.9275067783568053,,,,,
HRET_resid_reversal_top10_w10_e1.0_x0.0_cur,residual_z,HRET,15.0,,,reversal,False,-2.6204706400000215,0.5046096090457787,4.584099196333285,2,3.353780067500028,0.2714887326589017,10.0,10.0,1.0,0.0,
HUXZ_relative_momentum_3_lag,single_asset_return,HUXZ,8.0,3.0,relative,momentum,True,-2.624257070000058,7.930491131715109,15.089383072560448,3,12.489300617499927,0.9301174580130052,,,,,
ITPA_relative_reversal_5_cur,single_asset_return,ITPA,43.0,5.0,relative,reversal,False,-2.656618849999995,6.068058460592185,-0.9550118900000961,2,8.035825777500026,0.8188091326285654,,,,,
ACAC_absolute_momentum_20_lag,single_asset_return,ACAC,27.0,20.0,absolute,momentum,True,-2.6662802799999916,7.395986394186591,-2.6662802799999916,3,11.073810537499973,0.8585582467043058,,,,,
FCSG_absolute_reversal_20_lag,single_asset_return,FCSG,47.0,20.0,absolute,reversal,True,-2.6704818700000397,12.049452996019777,-2.6704818700000397,3,17.363325390000032,1.0988004812082013,,,,,
CTGI_relative_momentum_60_cur,single_asset_return,CTGI,25.0,60.0,relative,momentum,False,-2.6903444900000615,-0.2527561161435926,0.0038723764748064184,3,1.9165767424999607,0.11020069123793713,,,,,
ACAC_relative_momentum_20_lag,single_asset_return,ACAC,27.0,20.0,relative,momentum,True,-2.693984660000078,8.19740154544083,-2.693984660000078,3,12.587413922499984,0.9831959642309461,,,,,
DUCT_resid_reversal_top10_w10_e1.0_x0.0_cur,residual_z,DUCT,9.0,,,reversal,False,-2.722000439999986,3.994246304731699,0.37280427806355837,3,7.276073812499992,0.6512551468662728,10.0,10.0,1.0,0.0,
FCSG_relative_reversal_60_cur,single_asset_return,FCSG,47.0,60.0,relative,reversal,False,-2.7505750300000362,9.450705552055947,29.60515133483773,3,14.77717850999996,0.9128884983522114,,,,,
SRNA_absolute_momentum_40_lag,single_asset_return,SRNA,3.0,40.0,absolute,momentum,True,-2.796601580000024,10.943657077751567,18.06166130597988,3,13.656480810000055,1.3956088082952707,,,,,
ITPA_relative_reversal_40_lag,single_asset_return,ITPA,43.0,40.0,relative,reversal,True,-2.8064631099999495,10.517924412422067,2.3227863822770383,3,13.402832537499997,1.3646029781228726,,,,,
LSST_relative_reversal_40_cur,single_asset_return,LSST,2.0,40.0,relative,reversal,False,-2.815806630000061,7.091950113905269,28.15176119966102,3,9.858574599999955,0.7589376351395809,,,,,
ANSO_absolute_momentum_20_lag,single_asset_return,ANSO,16.0,20.0,absolute,momentum,True,-2.841404320000038,8.237941848291406,25.416791365427205,2,10.779856757499946,0.8871151226749588,,,,,
ACAC_relative_momentum_20_cur,single_asset_return,ACAC,27.0,20.0,relative,momentum,False,-2.8488976599998934,7.502289413677316,-2.8488976599998934,3,11.729273642500027,0.9082225886294372,,,,,
BENI_resid_reversal_top10_w10_e0.5_x0.0_cur,residual_z,BENI,42.0,,,reversal,False,-2.853001669999993,-2.1817942200000195,-1.8826793300000464,0,-2.1817942200000195,-0.32618503124947273,10.0,10.0,0.5,0.0,
HUXZ_resid_momentum_top10_w20_e0.5_x0.0_cur,residual_z,HUXZ,8.0,,,momentum,False,-2.855172019999882,-0.8758582317893897,-2.855172019999882,2,1.0444261925000369,0.07189198689159658,10.0,20.0,0.5,0.0,
FWWG_absolute_reversal_3_lag,single_asset_return,FWWG,36.0,3.0,absolute,reversal,True,-2.864435110000031,-0.565509079804593,0.53620022610869,3,0.6517207750000898,0.08187163673749356,,,,,
BENI_relative_momentum_5_cur,single_asset_return,BENI,42.0,5.0,relative,momentum,False,-2.8711966699998994,0.8930683939211799,7.821744839828875,2,2.3835820550000792,0.3794711960183252,,,,,
ITPA_absolute_reversal_40_cur,single_asset_return,ITPA,43.0,40.0,absolute,reversal,False,-2.8731115900000987,11.162213776274017,-2.8731115900000987,3,13.961727152499952,1.4538771509063007,,,,,
FWWG_absolute_reversal_60_cur,single_asset_return,FWWG,36.0,60.0,absolute,reversal,False,-2.991854120000062,0.7166322504800468,0.12022684455404865,3,2.8036473949999525,0.3121786377844681,,,,,
ACIX_resid_momentum_top10_w20_e0.5_x0.0_cur,residual_z,ACIX,31.0,,,momentum,False,-2.9998025799999777,0.16517821855615472,2.462436848777591,3,2.9040100350000646,0.3000264808381814,10.0,20.0,0.5,0.0,
ACIX_absolute_reversal_60_lag,single_asset_return,ACIX,31.0,60.0,absolute,reversal,True,-3.0444912600000134,1.12859400242239,-3.0444912600000134,2,2.7167791974999775,0.23032412054006868,,,,,
EAFC_relative_reversal_10_cur,single_asset_return,EAFC,50.0,10.0,relative,reversal,False,-3.0475900999999976,-0.6379241219547861,-3.0475900999999976,3,1.2634824075000917,0.08914597280806183,,,,,
AMRP_relative_momentum_20_cur,single_asset_return,AMRP,5.0,20.0,relative,momentum,False,-3.0680679899998724,8.87129448678856,18.133739447293692,3,14.846686735000024,0.8925343422311962,,,,,
ITPA_absolute_reversal_20_cur,single_asset_return,ITPA,43.0,20.0,absolute,reversal,False,-3.1214000900000065,10.806580975548794,17.62716219873888,3,12.715276982499983,1.2738046904480178,,,,,
BENI_resid_reversal_top10_w40_e1.0_x0.0_cur,residual_z,BENI,42.0,,,reversal,False,-3.1419812199999795,0.3153946870119189,-0.11142787999993743,1,1.0789085700000396,0.1687170056243,10.0,40.0,1.0,0.0,
FARS_relative_reversal_20_cur,single_asset_return,FARS,48.0,20.0,relative,reversal,False,-3.207005820000031,-0.4122324640428283,-3.207005820000031,3,1.5649307875000202,0.1923038384345842,,,,,
RTTH_relative_momentum_2_cur,single_asset_return,RTTH,18.0,2.0,relative,momentum,False,-3.2272514799998135,41.63533343321307,-3.2272514799998135,3,45.81250775249999,2.3555104305617105,,,,,
AENO_relative_momentum_3_cur,single_asset_return,AENO,1.0,3.0,relative,momentum,False,-3.23576973999996,6.453392992241402,28.084201802836176,2,8.729263495000039,0.7742752618210065,,,,,
ACAC_absolute_reversal_10_lag,single_asset_return,ACAC,27.0,10.0,absolute,reversal,True,-3.2642488299998877,-0.1324471854369004,0.8154839811602742,2,2.4178128875001312,0.1852411684521219,,,,,
DUCT_relative_momentum_2_cur,single_asset_return,DUCT,9.0,2.0,relative,momentum,False,-3.2723212999998577,3.652915106958245,15.32582975631567,2,6.643142545000055,0.5239432704428296,,,,,
BENI_absolute_reversal_60_cur,single_asset_return,BENI,42.0,60.0,absolute,reversal,False,-3.273316079999968,-0.9756777365453994,0.7468701001594957,2,0.08247112999999884,0.025974991422078403,,,,,
RCRI_resid_reversal_top10_w20_e0.5_x0.0_cur,residual_z,RCRI,30.0,,,reversal,False,-3.2792049999998745,18.24274321356286,-2.6632111299999552,2,22.09904316000005,1.0862690672785136,10.0,20.0,0.5,0.0,
AMRP_relative_reversal_10_cur,single_asset_return,AMRP,5.0,10.0,relative,reversal,False,-3.3053362200000267,-0.12873572029648628,4.249912095897086,2,3.364531419999953,0.19657169015706968,,,,,
NWIG_relative_momentum_3_cur,single_asset_return,NWIG,20.0,3.0,relative,momentum,False,-3.3150356900002045,9.789068654705918,30.160566626693086,3,13.906427654999975,1.0643191027720622,,,,,
MDGI_relative_momentum_5_cur,single_asset_return,MDGI,22.0,5.0,relative,momentum,False,-3.331082120000192,-2.0003907147463034,-2.6735874000000877,1,-0.86977063000008,-0.0632070983617995,,,,,
GARI_relative_reversal_60_lag,single_asset_return,GARI,29.0,60.0,relative,reversal,True,-3.34091298000003,10.151194797187888,6.241216905729504,3,14.305949789999943,0.9960552001705385,,,,,
FWWG_relative_reversal_60_cur,single_asset_return,FWWG,36.0,60.0,relative,reversal,False,-3.3520966000000407,1.8544934353285445,5.880763221879398,3,4.342411404999989,0.5042353702150786,,,,,
ACAC_relative_momentum_10_cur,single_asset_return,ACAC,27.0,10.0,relative,momentum,False,-3.354896809999973,6.956576233004304,5.527957812126112,3,11.558935207500022,0.8814283830296925,,,,,
BENI_resid_reversal_top10_w10_e1.0_x0.0_cur,residual_z,BENI,42.0,,,reversal,False,-3.360713780000042,-1.676829371532314,-3.360713780000042,1,-1.0952395200000191,-0.1830865274191774,10.0,10.0,1.0,0.0,
BENI_resid_reversal_top10_w40_e0.5_x0.0_cur,residual_z,BENI,42.0,,,reversal,False,-3.3708458199999773,-1.6558817106871238,-2.798764809999957,1,-0.8156579174999844,-0.11963118203789802,10.0,40.0,0.5,0.0,
IHOZ_absolute_momentum_5_lag,single_asset_return,IHOZ,34.0,5.0,absolute,momentum,True,-3.4145378900000107,5.0156152486308905,14.675521965855577,3,8.706561212500006,0.712483974812721,,,,,
ACIX_absolute_reversal_5_cur,single_asset_return,ACIX,31.0,5.0,absolute,reversal,False,-3.4290872599998874,0.6046073139209078,-3.4290872599998874,3,3.5238060425000053,0.32216439261627383,,,,,
SPLZ_resid_momentum_top10_w10_e0.5_x0.0_cur,residual_z,SPLZ,19.0,,,momentum,False,-3.453168630000109,0.4607351413785473,-3.453168630000109,3,3.4628856025000316,0.2501132008683682,10.0,10.0,0.5,0.0,
NGTE_relative_momentum_60_cur,single_asset_return,NGTE,45.0,60.0,relative,momentum,False,-3.4634815500000515,18.466270351803722,28.18061070115187,3,22.496404047499922,1.5875291491187347,,,,,
FWWG_absolute_momentum_10_cur,single_asset_return,FWWG,36.0,10.0,absolute,momentum,False,-3.467368139999853,3.181175955583674,-3.467368139999853,3,6.856051340000049,0.6768861870947258,,,,,
MSDP_relative_reversal_40_cur,single_asset_return,MSDP,12.0,40.0,relative,reversal,False,-3.4771018800000455,2.05969258211212,-3.4771018800000455,2,5.285493624999913,0.3730531691110884,,,,,
BENI_absolute_reversal_60_lag,single_asset_return,BENI,42.0,60.0,absolute,reversal,True,-3.513254139999972,-1.4625963124999681,-0.5157754499999646,0,-1.4625963124999681,-0.19882285834912766,,,,,
DIHO_resid_momentum_top10_w10_e0.5_x0.0_cur,residual_z,DIHO,17.0,,,momentum,False,-3.528412580000022,1.2875061981668523,-3.528412580000022,1,2.7613453274999857,0.20286012398268932,10.0,10.0,0.5,0.0,
FCSG_resid_momentum_top10_w20_e1.0_x0.0_cur,residual_z,FCSG,47.0,,,momentum,False,-3.53603374000005,5.065947836755186,9.609085426410434,3,9.375329915000002,0.7358358676732659,10.0,20.0,1.0,0.0,
HETT_absolute_momentum_20_cur,single_asset_return,HETT,7.0,20.0,absolute,momentum,False,-3.538935100000126,8.912777575285709,7.7864044050669,3,11.806403352500043,1.259380880001592,,,,,
FARS_relative_momentum_20_lag,single_asset_return,FARS,48.0,20.0,relative,momentum,True,-3.5419769499999347,1.6535463435614046,9.95441094521336,3,3.7012733575000403,0.38962557839945783,,,,,
FWWG_resid_momentum_top10_w20_e0.5_x0.0_cur,residual_z,FWWG,36.0,,,momentum,False,-3.5461727099998877,5.15695205486197,-3.5461727099998877,2,7.000908297500065,0.771543037681014,10.0,20.0,0.5,0.0,
ACIX_absolute_momentum_20_cur,single_asset_return,ACIX,31.0,20.0,absolute,momentum,False,-3.6607267299999147,3.0335005202442638,8.577964807240933,3,6.414288177500039,0.6048076897778786,,,,,
HETT_resid_momentum_top10_w20_e1.0_x0.0_cur,residual_z,HETT,7.0,,,momentum,False,-3.664730420000052,0.3182318759596566,1.8148460228112908,3,2.4877652774999666,0.36933439478210944,10.0,20.0,1.0,0.0,
EAFC_relative_reversal_5_cur,single_asset_return,EAFC,50.0,5.0,relative,reversal,False,-3.6986476199999925,-0.7334648684306236,-1.3703366399998957,2,1.856600072500041,0.13081387319681556,,,,,
NPCK_resid_momentum_top10_w10_e1.0_x0.0_cur,residual_z,NPCK,11.0,,,momentum,False,-3.705797950000161,3.107309884324226,-3.705797950000161,3,5.372357082499949,0.6593512715988246,10.0,10.0,1.0,0.0,
SRTX_absolute_momentum_3_lag,single_asset_return,SRTX,28.0,3.0,absolute,momentum,True,-3.711992149999933,5.385349354101961,7.155305761629188,3,9.972334657500031,0.8057622092612358,,,,,
DIHO_relative_reversal_40_cur,single_asset_return,DIHO,17.0,40.0,relative,reversal,False,-3.723982350000097,7.993237738394134,23.48583279195376,3,12.27886901749998,0.9623265120520078,,,,,
cross_sectional_reversal_w20_k3_cur,cross_sectional,,,20.0,,reversal,False,-3.7411998300000393,24.908507381787683,15.916307856225343,3,39.31850406499992,0.9695645811879394,,,,,3.0
MDGI_absolute_reversal_40_cur,single_asset_return,MDGI,22.0,40.0,absolute,reversal,False,-3.7473441399999685,10.564400635470948,-3.7473441399999685,3,14.84967778999999,1.1190853976791275,,,,,
SRNA_relative_momentum_5_lag,single_asset_return,SRNA,3.0,5.0,relative,momentum,True,-3.7840518799999883,10.629452187474092,8.952746275914487,3,13.64491957999996,1.391505905328383,,,,,
NWIG_relative_reversal_10_lag,single_asset_return,NWIG,20.0,10.0,relative,reversal,True,-3.788656809999975,5.334385792559331,8.885375117425626,3,9.20512756000005,0.7193801242490715,,,,,
EELT_absolute_reversal_10_lag,single_asset_return,EELT,37.0,10.0,absolute,reversal,True,-3.7968984200000158,18.56114404058528,4.336667418483499e-06,3,22.75769053249991,1.0553739346987914,,,,,
FCSG_absolute_reversal_40_lag,single_asset_return,FCSG,47.0,40.0,absolute,reversal,True,-3.7992073600000005,4.858071275665784,10.132753046289286,2,8.797057234999947,0.5439673572504693,,,,,
MTNS_resid_momentum_top10_w10_e1.0_x0.0_cur,residual_z,MTNS,33.0,,,momentum,False,-3.80208277000007,2.187444454407646,16.263612297828505,2,3.495504422499996,0.3523645343870059,10.0,10.0,1.0,0.0,
HRET_absolute_momentum_5_lag,single_asset_return,HRET,15.0,5.0,absolute,momentum,True,-3.8109413000001404,3.983875616100515,3.45239775195277,3,9.20210155499994,0.6469864546695425,,,,,
AMRP_absolute_reversal_5_lag,single_asset_return,AMRP,5.0,5.0,absolute,reversal,True,-3.8256841300000635,-0.6419329996086793,-0.5736018699999113,2,1.3362893749999787,0.08182994618638885,,,,,
NPCK_absolute_momentum_40_cur,single_asset_return,NPCK,11.0,40.0,absolute,momentum,False,-3.8550320400000055,2.628329872093625,-3.8550320400000055,2,4.50640515,0.3909066053350607,,,,,
BENI_absolute_momentum_60_cur,single_asset_return,BENI,42.0,60.0,absolute,momentum,False,-3.8601137799998653,-1.3201079954960284,-3.8601137799998653,2,-0.3885788699999283,-0.06975338963370131,,,,,
ACAC_absolute_momentum_20_cur,single_asset_return,ACAC,27.0,20.0,absolute,momentum,False,-3.8605530599999294,6.30276034539763,-3.8605530599999294,3,9.281059897499958,0.73744921541047,,,,,
ILVX_relative_momentum_2_cur,single_asset_return,ILVX,46.0,2.0,relative,momentum,False,-3.8785983099997794,12.042056430172016,11.604049441175162,3,14.66282619000001,1.5743758814600326,,,,,
HETT_absolute_reversal_10_lag,single_asset_return,HETT,7.0,10.0,absolute,reversal,True,-3.911086470000082,-0.4456123438141365,-2.308122350000085,1,0.6344272024998965,0.0868576324218153,,,,,
CCNS_absolute_reversal_20_lag,single_asset_return,CCNS,32.0,20.0,absolute,reversal,True,-3.9244353599999884,6.448681194243925,-3.9244353599999884,3,10.56965456499998,0.7283390031681943,,,,,
IHOZ_relative_momentum_2_cur,single_asset_return,IHOZ,34.0,2.0,relative,momentum,False,-3.943133799999996,9.740856030814104,29.740256029180607,3,13.700880092500004,1.136804193199242,,,,,
ALUT_relative_reversal_5_lag,single_asset_return,ALUT,26.0,5.0,relative,reversal,True,-3.9481525899999177,8.364051830788114,-3.9481525899999177,3,12.95545486000001,0.9574022491547048,,,,,
BENI_absolute_reversal_10_cur,single_asset_return,BENI,42.0,10.0,absolute,reversal,False,-3.9525275899999905,9.096959838946624,19.573184044129942,3,10.994238979999984,1.5937238128629687,,,,,
IHOZ_relative_momentum_20_cur,single_asset_return,IHOZ,34.0,20.0,relative,momentum,False,-3.95954756000001,9.047898836456778,23.717677857088905,3,12.348438777499979,1.031055896878711,,,,,
HRET_resid_reversal_top10_w20_e0.5_x0.0_cur,residual_z,HRET,15.0,,,reversal,False,-3.964581029999954,-0.04092903827825477,0.0023181376051982236,2,1.8768911875000343,0.13662885444600337,10.0,20.0,0.5,0.0,
EAFC_resid_reversal_top10_w40_e1.0_x0.0_cur,residual_z,EAFC,50.0,,,reversal,False,-3.9650576100000396,6.006626179524831,-3.9650576100000396,3,10.396219025000013,0.877744086449095,10.0,40.0,1.0,0.0,
ELLT_absolute_momentum_5_lag,single_asset_return,ELLT,4.0,5.0,absolute,momentum,True,-4.044663720000062,2.1155924588152377,-4.044663720000062,1,3.206509614999991,0.32180988905334673,,,,,
LSST_resid_reversal_top10_w40_e1.0_x0.0_cur,residual_z,LSST,2.0,,,reversal,False,-4.0567710699999715,8.858435389714254,10.194365509569693,3,11.401704285000019,0.9929895809019944,10.0,40.0,1.0,0.0,
HRET_absolute_momentum_60_lag,single_asset_return,HRET,15.0,60.0,absolute,momentum,True,-4.092232599999916,8.333185505247968,-0.6887887600000249,2,11.392841885000038,0.812648937613588,,,,,
BENI_relative_momentum_20_lag,single_asset_return,BENI,42.0,20.0,relative,momentum,True,-4.139848009999987,-2.321747025000077,-2.972219800000112,0,-2.321747025000077,-0.3341809606339907,,,,,
AETS_relative_momentum_20_cur,single_asset_return,AETS,39.0,20.0,relative,momentum,False,-4.140289709999998,10.550691401947038,4.607464128329721,3,17.636283615000007,0.872908305651658,,,,,
SMAH_absolute_momentum_40_lag,single_asset_return,SMAH,10.0,40.0,absolute,momentum,True,-4.141492719999933,12.679210222768432,22.54903871701098,3,16.88989632250001,1.2776568102552313,,,,,
SPLZ_absolute_reversal_10_cur,single_asset_return,SPLZ,19.0,10.0,absolute,reversal,False,-4.164651739999954,8.056532614990362,-4.164651739999954,3,12.669729067499976,0.8603785433577535,,,,,
EELT_relative_reversal_20_cur,single_asset_return,EELT,37.0,20.0,relative,reversal,False,-4.185626690000135,6.290837617894096,-4.185626690000135,3,14.275227317499944,0.6395633660400012,,,,,
MDGI_resid_reversal_top10_w10_e1.0_x0.0_cur,residual_z,MDGI,22.0,,,reversal,False,-4.190886170000012,12.282269209275457,-4.190886170000012,3,15.899816709999953,1.3568204031414792,10.0,10.0,1.0,0.0,
MTNS_resid_reversal_top10_w10_e1.0_x0.0_cur,residual_z,MTNS,33.0,,,reversal,False,-4.207495619999918,2.428459793401883,2.8942123323905,2,4.951641180000079,0.4598096397445839,10.0,10.0,1.0,0.0,
SRNA_relative_momentum_40_lag,single_asset_return,SRNA,3.0,40.0,relative,momentum,True,-4.21183884,8.731923292494056,12.825659875139431,3,11.634593460000072,1.183665725791003,,,,,
BLBT_resid_momentum_top10_w20_e0.5_x0.0_cur,residual_z,BLBT,41.0,,,momentum,False,-4.213880740000004,2.963421587512686,-2.6235172199998305,2,4.680577090000034,0.5914618309599885,10.0,20.0,0.5,0.0,
